bald	gap	tag	year	initial	fire_year	ht_init	ht_final	rp_init	rp_final	stage	fate	st_init										
57	2	444	1994	1994	1993	2	20	0	0	sg	ve	1										
57	2	445	1994	1994	1993	1	11	0	0	sg	ve	1										
57	2	446	1994	1994	1993	16	35	0	0	sg	ve	1										
57	2	447	1994	1994	1993	16	36	0	4	sg	me	1										
57	2	448	1994	1994	1993	23	43	0	48	sg	me	1										
57	2	449	1994	1994	1993	16	41	0	22	sg	me	1										
57	2	450	1994	1994	1993	9	39	0	4	sg	me	1										
57	2	451	1994	1994	1993	11	24	0	3	sg	sm	1										
57	2	452	1994	1994	1993	6	32	0	36	sg	sm	1										
57	2	453	1994	1994	1993	3	16	0	0	sg	ve	1										
57	2	454	1994	1994	1993	15	22	0	0	sg	ve	1										
57	2	455	1994	1994	1993	7	NA	0	NA	sg	rip	1										
57	2	456	1994	1994	1993	25	46	0	203	sg	me	1										
57	2	457	1994	1994	1993	18	40	0	52	sg	me	1										
57	2	458	1994	1994	1993	2	7	0	0	sg	ve	1										
57	2	460	1994	1994	1993	2	8	0	0	sg	ve	1										
57	3	462	1994	1994	1993	27	65	4	3756	sg	la	1										
57	3	463	1994	1994	1993	29	61	0	1623	sg	la	1										
57	3	464	1994	1994	1993	21	42	0	797	sg	me	1										
59	1	301	1994	1994	1968	13	NA	0	NA	sg	rip	NA										
59	1	306	1994	1994	1968	26	NA	122	NA	sm	rip	NA										
59	1	307	1994	1994	1968	41	NA	93	NA	me	rip	NA										
59	1	308	1994	1994	1968	16	NA	3	NA	sm	rip	NA										
59	1	309	1994	1994	1968	26	NA	45	NA	sm	rip	NA										
59	1	310	1994	1994	1968	11	NA	0	NA	sg	rip	NA										
59	1	311	1994	1994	1968	11	NA	0	NA	sg	rip	NA										
59	1	312	1994	1994	1968	43	NA	165	NA	me	rip	NA										
59	1	5304	1994	1994	1968	16	NA	5	NA	sm	rip	NA										
59	2	313	1994	1994	1968	27	42	31	110	sm	me	NA										
59	2	314	1994	1994	1968	16	21	13	23	sm	sm	NA										
59	2	315	1994	1994	1968	48	NA	812	NA	me	rip	NA										
59	2	316	1994	1994	1968	47	NA	497	NA	me	rip	NA										
59	2	317	1994	1994	1968	5	38	0	91	sg	me	NA										
59	2	322	1994	1994	1968	33	NA	102	NA	sm	rip	NA										
59	2	324	1994	1994	1968	43	NA	122	NA	me	rip	NA										
59	2	325	1994	1994	1968	32	NA	78	NA	sm	rip	NA										
59	2	5318	1994	1994	1968	50	NA	101	NA	me	rip	NA										
59	2	5319	1994	1994	1968	24	NA	42	NA	sm	rip	NA										
59	2	5320	1994	1994	1968	25	NA	51	NA	sm	rip	NA										
59	2	5321	1994	1994	1968	23	NA	33	NA	sm	rip	NA										
59	2	5323	1994	1994	1968	24	NA	43	NA	sm	rip	NA										
59	3	326	1994	1994	1968	28	NA	37	NA	sm	rip	NA										
59	3	327	1994	1994	1968	29	NA	22	NA	sm	rip	NA										
59	3	328	1994	1994	1968	34	35	95	77	me	me	NA										
59	3	329	1994	1994	1968	30	32	42	52	sm	sm	NA										
59	3	330	1994	1994	1968	21	31	32	62	sm	sm	NA										
59	3	331	1994	1994	1968	18	25	4	32	sm	sm	NA										
59	3	332	1994	1994	1968	41	42	151	273	me	me	NA										
59	3	333	1994	1994	1968	25	47	64	247	sm	me	NA										
59	4	334	1994	1994	1968	30	30	53	33	sm	sm	NA										
59	4	335	1994	1994	1968	23	26	22	39	sm	sm	NA										
59	4	336	1994	1994	1968	31	16	76	31	sm	sm	NA										
59	4	337	1994	1994	1968	13	NA	0	NA	sg	rip	NA										
59	4	338	1994	1994	1968	29	20	50	67	sm	sm	NA										
59	4	339	1994	1994	1968	22	26	32	39	sm	sm	NA										
59	4	340	1994	1994	1968	40	55	89	327	me	la	NA										
59	4	341	1994	1994	1968	36	49	87	371	me	me	NA										
59	4	342	1994	1994	1968	24	36	47	158	sm	me	NA										
59	4	343	1994	1994	1968	3	12	0	2	sg	sm	NA										
59	4	344	1994	1994	1968	3	16	0	11	sg	sm	NA										
59	4	345	1994	1994	1968	18	32	7	100	sm	sm	NA										
59	5	346	1994	1994	1968	51	42	479	439	la	me	NA										
59	5	347	1994	1994	1968	19	30	6	35	sm	sm	NA										
59	5	348	1994	1994	1968	37	28	147	29	me	sm	NA										
59	5	349	1994	1994	1968	22	22	33	28	sm	sm	NA										
59	5	350	1994	1994	1968	7	17	0	0	sg	ve	NA										
59	5	351	1994	1994	1968	33	36	56	38	sm	me	NA										
59	5	352	1994	1994	1968	25	34	47	159	sm	me	NA										
59	5	353	1994	1994	1968	22	33	41	29	sm	sm	NA										
59	5	354	1994	1994	1968	18	45	24	226	sm	me	NA										
59	5	355	1994	1994	1968	29	52	63	177	sm	la	NA										
59	5	357	1994	1994	1968	56	48	345	92	la	me	NA										
59	5	358	1994	1994	1968	23	42	3	160	sm	me	NA										
59	6	360	1994	1994	1968	38	51	50	219	me	la	NA										
59	6	361	1994	1994	1968	25	NA	18	NA	sm	rip	NA										
59	6	362	1994	1994	1968	21	12	7	0	sm	ve	NA										
59	6	363	1994	1994	1968	22	NA	12	NA	sm	rip	NA										
59	6	364	1994	1994	1968	36	NA	47	NA	me	rip	NA										
59	6	365	1994	1994	1968	30	NA	28	NA	sm	rip	NA										
59	6	368	1994	1994	1968	22	NA	8	NA	sm	rip	NA										
59	6	369	1994	1994	1968	27	23	16	5	sm	sm	NA										
59	6	370	1994	1994	1968	9	10	0	0	sg	ve	NA										
59	6	5366	1994	1994	1968	13	NA	0	NA	sg	rip	NA										
59	6	5367	1994	1994	1968	22	NA	13	NA	sm	rip	NA										
59	7	371	1994	1994	1968	31	52	50	169	sm	la	NA										
59	7	372	1994	1994	1968	25	50	31	140	sm	me	NA										
59	7	373	1994	1994	1968	20	27	4	0	sm	ve	NA										
59	7	374	1994	1994	1968	29	NA	43	NA	sm	rip	NA										
59	7	375	1994	1994	1968	17	52	1	248	sm	la	NA										
59	7	376	1994	1994	1968	9	39	0	66	sg	me	NA										
59	7	377	1994	1994	1968	37	NA	81	NA	me	rip	NA										
59	7	378	1994	1994	1968	33	NA	51	NA	sm	rip	NA										
59	7	379	1994	1994	1968	26	NA	23	NA	sm	rip	NA										
59	7	380	1994	1994	1968	23	45	18	76	sm	me	NA										
62	1	1	1994	1994	1967	12	38	0	133	sg	me	2										
62	1	3	1994	1994	1967	41	41	NA	114	me	me	4										
62	1	5	1994	1994	1967	31	35	NA	53	sm	me	3										
62	1	6	1994	1994	1967	32	40	NA	134	sm	me	3										
62	1	7	1994	1994	1967	32	36	NA	45	sm	me	6										
62	1	10	1994	1994	1967	26	39	45	142	sm	me	3										
62	1	11	1994	1994	1967	36	NA	87	NA	me	rip	3										
62	1	15	1994	1994	1967	29	NA	63	NA	sm	rip	2										
62	1	17	1994	1994	1967	39	31	NA	54	me	sm	5										
62	1	18	1994	1994	1967	30	49	95	399	sm	me	4										
62	1	19	1994	1994	1967	15	40	0	102	ve	me	3										
62	1	20	1994	1994	1967	21	43	0	107	ve	me	2										
62	1	21	1994	1994	1967	23	49	18	310	sm	me	3										
62	1	22	1994	1994	1967	3	30	0	66	sg	sm	2										
62	1	23	1994	1994	1967	28	59	7	253	sm	la	4										
62	1	24	1994	1994	1967	9	40	0	110	sg	me	2										
62	1	25	1994	1994	1967	38	51	NA	420	me	la	3										
62	1	26	1994	1994	1967	28	1	NA	0	sm	ve	5										
62	1	27	1994	1994	1967	19	44	19	131	sm	me	3										
62	1	28	1994	1994	1967	41	37	256	225	me	me	5										
62	1	29	1994	1994	1967	10	51	0	305	sg	la	3										
62	1	30	1994	1994	1967	19	39	18	116	sm	me	3										
62	1	33	1994	1994	1967	39	26	NA	81	me	sm	4										
62	1	34	1994	1994	1967	38	19	105	0	me	ve	5										
62	1	36	1994	1994	1967	4	18	0	7	sg	sm	1										
62	1	37	1994	1994	1967	32	42	NA	322	sm	me	4										
62	1	38	1994	1994	1967	15	30	0	25	ve	sm	1										
62	1	39	1994	1994	1967	9	23	0	13	sg	sm	2										
62	1	40	1994	1994	1967	40	43	254	331	me	me	6										
62	1	41	1994	1994	1967	33	36	37	39	sm	me	2										
62	1	42	1994	1994	1967	29	28	NA	42	sm	sm	2										
62	1	43	1994	1994	1967	14	35	0	48	sg	me	2										
62	1	45	1994	1994	1967	26	35	NA	21	sm	me	4										
62	2	49	1994	1994	1967	16	33	0	54	ve	sm	1										
62	2	51	1994	1994	1967	25	NA	33	NA	sm	rip	2										
62	2	52	1994	1994	1967	18	20	12	17	sm	sm	2										
62	2	53	1994	1994	1967	14	37	1	84	sg	me	3										
62	2	54	1994	1994	1967	31	31	47	26	sm	sm	3										
62	2	55	1994	1994	1967	18	NA	7	NA	sm	rip	2										
62	2	56	1994	1994	1967	21	NA	55	NA	sm	rip	4										
62	2	57	1994	1994	1967	41	NA	124	NA	me	rip	2										
62	2	58	1994	1994	1967	16	29	NA	67	sm	sm	3										
62	2	59	1994	1994	1967	10	31	0	84	sg	sm	2										
62	2	60	1994	1994	1967	31	NA	29	NA	sm	rip	2										
62	2	61	1994	1994	1967	35	NA	87	NA	me	rip	2										
62	2	62	1994	1994	1967	24	29	28	46	sm	sm	2										
62	2	63	1994	1994	1967	32	52	NA	121	sm	la	2										
62	2	66	1994	1994	1967	26	52	15	134	sm	la	2										
62	2	67	1994	1994	1967	37	44	125	289	me	me	3										
62	2	69	1994	1994	1967	14	30	0	40	sg	sm	3										
62	2	71	1994	1994	1967	47	47	472	392	me	me	9										
62	2	72	1994	1994	1967	25	NA	57	NA	sm	rip	3										
62	2	73	1994	1994	1967	30	40	95	144	sm	me	3										
62	3	74	1994	1994	1967	34	49	89	395	me	me	3										
62	3	75	1994	1994	1967	22	NA	0	NA	ve	rip	2										
62	3	76	1994	1994	1967	18	NA	1	NA	sm	rip	1										
62	3	77	1994	1994	1967	36	NA	173	NA	me	rip	3										
62	3	78	1994	1994	1967	33	NA	91	NA	sm	rip	1										
62	3	79	1994	1994	1967	42	NA	291	NA	me	rip	5										
62	3	80	1994	1994	1967	46	NA	508	NA	me	rip	5										
67	1	221	1994	1994	1986	52	NA	352	NA	la	rip	NA										
67	1	222	1994	1994	1986	49	NA	143	NA	me	rip	NA										
67	1	223	1994	1994	1986	34	NA	33	NA	me	rip	NA										
67	1	224	1994	1994	1986	41	NA	72	NA	me	rip	NA										
67	1	229	1994	1994	1986	11	NA	0	NA	sg	rip	NA										
67	1	231	1994	1994	1986	50	NA	157	NA	me	rip	NA										
67	2	232	1994	1994	1986	39	NA	65	NA	me	rip	NA										
67	2	233	1994	1994	1986	48	NA	196	NA	me	rip	NA										
67	2	234	1994	1994	1986	46	NA	87	NA	me	rip	NA										
67	2	235	1994	1994	1986	5	NA	0	NA	sg	rip	NA										
67	2	236	1994	1994	1986	35	NA	33	NA	me	rip	NA										
67	2	244	1994	1994	1986	29	52	15	280	sm	la	NA										
67	2	245	1994	1994	1986	32	NA	37	NA	sm	rip	NA										
67	2	246	1994	1994	1986	28	26	47	22	sm	sm	NA										
67	2	247	1994	1994	1986	42	NA	156	NA	me	rip	NA										
67	2	248	1994	1994	1986	29	NA	37	NA	sm	rip	NA										
67	2	252	1994	1994	1986	31	NA	24	NA	sm	rip	NA										
67	2	254	1994	1994	1986	35	36	30	108	me	me	NA										
67	2	255	1994	1994	1986	38	NA	80	NA	me	rip	NA										
67	2	5238	1994	1994	1986	39	NA	102	NA	me	rip	NA										
67	2	5239	1994	1994	1986	42	NA	68	NA	me	rip	NA										
67	2	5240	1994	1994	1986	30	NA	22	NA	sm	rip	NA										
67	2	5241	1994	1994	1986	23	NA	12	NA	sm	rip	NA										
67	2	5242	1994	1994	1986	42	NA	88	NA	me	rip	NA										
67	2	5243	1994	1994	1986	33	NA	46	NA	sm	rip	NA										
67	2	5249	1994	1994	1986	37	NA	78	NA	me	rip	NA										
67	2	5250	1994	1994	1986	17	NA	0	NA	ve	rip	NA										
67	2	5251	1994	1994	1986	34	NA	67	NA	me	rip	NA										
67	2	5253	1994	1994	1986	21	NA	9	NA	sm	rip	NA										
67	3	256	1994	1994	1986	31	33	12	84	sm	sm	NA										
67	3	257	1994	1994	1986	23	40	0	141	ve	me	NA										
67	3	258	1994	1994	1986	17	59	0	224	ve	la	NA										
67	3	259	1994	1994	1986	20	NA	10	NA	sm	rip	NA										
67	3	260	1994	1994	1986	25	NA	38	NA	sm	rip	NA										
67	3	261	1994	1994	1986	30	18	57	11	sm	sm	NA										
67	3	262	1994	1994	1986	42	45	73	137	me	me	NA										
67	3	263	1994	1994	1986	15	35	3	90	sm	me	NA										
67	3	264	1994	1994	1986	23	44	19	NA	sm	me	NA										
67	3	265	1994	1994	1986	35	48	148	257	me	me	NA										
67	4	266	1994	1994	1986	30	47	31	87	sm	me	NA										
67	4	267	1994	1994	1986	23	NA	8	NA	sm	rip	NA										
67	4	268	1994	1994	1986	47	NA	91	NA	me	rip	NA										
67	4	269	1994	1994	1986	12	23	0	9	sg	sm	NA										
67	4	270	1994	1994	1986	9	NA	1	NA	sg	rip	NA										
67	4	271	1994	1994	1986	22	NA	5	NA	sm	rip	NA										
67	4	272	1994	1994	1986	23	28	12	54	sm	sm	NA										
67	4	273	1994	1994	1986	16	NA	0	NA	ve	rip	NA										
67	4	274	1994	1994	1986	23	30	4	58	sm	sm	NA										
67	4	275	1994	1994	1986	10	14	0	16	sg	sm	NA										
67	4	277	1994	1994	1986	24	NA	18	NA	sm	rip	NA										
67	4	278	1994	1994	1986	31	NA	49	NA	sm	rip	NA										
67	4	281	1994	1994	1986	10	NA	0	NA	sg	rip	NA										
67	4	285	1994	1994	1986	20	NA	12	NA	sm	rip	NA										
67	4	5276	1994	1994	1986	27	NA	15	NA	sm	rip	NA										
67	4	5279	1994	1994	1986	25	NA	15	NA	sm	rip	NA										
67	4	5280	1994	1994	1986	23	NA	9	NA	sm	rip	NA										
67	4	5282	1994	1994	1986	29	NA	8	NA	sm	rip	NA										
67	4	5283	1994	1994	1986	10	NA	0	NA	sg	rip	NA										
67	4	5284	1994	1994	1986	32	NA	15	NA	sm	rip	NA										
67	5	286	1994	1994	1986	38	NA	35	NA	me	rip	NA										
67	5	287	1994	1994	1986	25	NA	24	NA	sm	rip	NA										
67	5	288	1994	1994	1986	43	NA	54	NA	me	rip	NA										
67	5	289	1994	1994	1986	52	NA	275	NA	la	rip	NA										
67	5	291	1994	1994	1986	33	44	29	99	sm	me	NA										
67	5	292	1994	1994	1986	65	NA	284	NA	la	rip	NA										
67	5	5290	1994	1994	1986	42	NA	105	NA	me	rip	NA										
67	6	293	1994	1994	1986	22	NA	22	NA	sm	rip	NA										
67	6	294	1994	1994	1986	41	NA	73	NA	me	rip	NA										
67	6	296	1994	1994	1986	41	NA	50	NA	me	rip	NA										
67	6	299	1994	1994	1986	39	NA	41	NA	me	rip	NA										
67	6	300	1994	1994	1986	58	NA	244	NA	la	rip	NA										
67	6	5295	1994	1994	1986	49	NA	197	NA	me	rip	NA										
67	6	5297	1994	1994	1986	59	NA	222	NA	la	rip	NA										
67	6	5298	1994	1994	1986	58	NA	160	NA	la	rip	NA										
87	1	231	1994	1994	1986	50	28	87	0	me	ve	2										
87	1	232	1994	1994	1986	54	44	414	334	la	me	3										
87	1	233	1994	1994	1986	30	37	54	100	sm	me	3										
87	1	234	1994	1994	1986	50	NA	90	NA	me	rip	2										
87	1	235	1994	1994	1986	35	49	115	188	me	me	2										
87	1	236	1994	1994	1986	5	28	0	18	sg	sm	2										
87	1	237	1994	1994	1986	31	32	88	43	sm	sm	4										
87	1	238	1994	1994	1986	9	NA	0	NA	sg	rip	1										
87	1	239	1994	1994	1986	11	30	0	21	sg	sm	2										
87	1	240	1994	1994	1986	6	6	0	0	sg	ve	1										
87	1	241	1994	1994	1986	21	42	42	39	sm	me	1										
87	1	242	1994	1994	1986	27	56	41	112	sm	la	2										
87	1	243	1994	1994	1986	46	51	90	94	me	la	1										
87	1	244	1994	1994	1986	36	37	41	66	me	me	2										
87	1	245	1994	1994	1986	34	NA	98	NA	me	rip	1										
87	1	246	1994	1994	1986	18	17	0	0	ve	ve	2										
87	1	247	1994	1994	1986	28	39	NA	75	sm	me	2										
87	1	248	1994	1994	1986	34	NA	43	NA	me	rip	1										
87	1	249	1994	1994	1986	35	50	197	228	me	me	2										
87	1	250	1994	1994	1986	26	37	12	20	sm	me	1										
87	1	251	1994	1994	1986	41	37	89	130	me	me	2										
87	1	252	1994	1994	1986	34	43	26	57	me	me	1										
87	1	253	1994	1994	1986	40	35	27	32	me	me	1										
87	1	254	1994	1994	1986	40	45	199	162	me	me	3										
87	1	255	1994	1994	1986	12	25	0	12	sg	sm	1										
87	1	256	1994	1994	1986	42	45	102	87	me	me	2										
87	1	257	1994	1994	1986	17	NA	0	NA	ve	rip	3										
87	1	258	1994	1994	1986	32	52	27	86	sm	la	1										
87	1	259	1994	1994	1986	33	48	59	78	sm	me	2										
87	1	260	1994	1994	1986	4	NA	0	NA	sg	rip	2										
87	1	261	1994	1994	1986	45	NA	140	NA	me	rip	2										
87	1	264	1994	1994	1986	27	NA	65	NA	sm	rip	2										
87	1	266	1994	1994	1986	21	NA	12	NA	sm	rip	4										
87	1	267	1994	1994	1986	37	NA	248	NA	me	rip	5										
87	1	268	1994	1994	1986	37	NA	158	NA	me	rip	4										
87	1	269	1994	1994	1986	11	NA	0	NA	sg	rip	1										
87	1	270	1994	1994	1986	29	45	15	115	sm	me	2										
87	1	271	1994	1994	1986	33	39	131	422	sm	me	5										
87	1	272	1994	1994	1986	32	41	72	95	sm	me	5										
87	1	273	1994	1994	1986	47	60	109	301	me	la	2										
87	1	274	1994	1994	1986	38	38	223	272	me	me	3										
87	1	275	1994	1994	1986	39	34	145	66	me	me	3										
87	1	276	1994	1994	1986	35	39	72	109	me	me	2										
87	1	277	1994	1994	1986	35	33	57	53	me	sm	3										
87	1	278	1994	1994	1986	19	42	0	117	ve	me	1										
87	1	279	1994	1994	1986	37	NA	149	NA	me	rip	6										
87	1	280	1994	1994	1986	33	NA	59	NA	sm	rip	4										
87	1	281	1994	1994	1986	28	NA	15	NA	sm	rip	2										
87	1	282	1994	1994	1986	9	NA	0	NA	sg	rip	2										
87	1	283	1994	1994	1986	23	NA	5	NA	sm	rip	1										
87	1	284	1994	1994	1986	18	NA	13	NA	sm	rip	2										
87	1	285	1994	1994	1986	30	NA	110	NA	sm	rip	3										
87	1	286	1994	1994	1986	21	NA	7	NA	sm	rip	1										
87	1	287	1994	1994	1986	11	NA	0	NA	sg	rip	1										
87	1	288	1994	1994	1986	34	NA	43	NA	me	rip	1										
87	1	289	1994	1994	1986	25	NA	42	NA	sm	rip	2										
87	1	290	1994	1994	1986	26	NA	21	NA	sm	rip	2										
87	1	291	1994	1994	1986	26	NA	25	NA	sm	rip	2										
87	1	292	1994	1994	1986	29	NA	15	NA	sm	rip	1										
87	1	293	1994	1994	1986	17	15	1	0	sm	ve	1										
87	1	294	1994	1994	1986	26	37	27	60	sm	me	2										
87	1	295	1994	1994	1986	23	NA	39	NA	sm	rip	2										
87	1	296	1994	1994	1986	12	20	1	37	sg	sm	2										
87	1	297	1994	1994	1986	30	31	83	2	sm	sm	4										
87	1	298	1994	1994	1986	31	NA	82	NA	sm	rip	3										
87	1	299	1994	1994	1986	19	19	8	0	sm	ve	2										
87	1	300	1994	1994	1986	36	21	95	0	me	ve	2										
87	1	301	1994	1994	1986	25	35	13	78	sm	me	3										
87	1	302	1994	1994	1986	31	NA	64	NA	sm	rip	2										
87	1	303	1994	1994	1986	35	29	52	63	me	sm	4										
87	1	304	1994	1994	1986	27	NA	17	NA	sm	rip	1										
87	1	305	1994	1994	1986	49	62	181	737	me	la	4										
87	1	306	1994	1994	1986	22	42	12	134	sm	me	4										
87	1	307	1994	1994	1986	32	24	1	39	sm	sm	2										
87	1	308	1994	1994	1986	27	NA	24	NA	sm	rip	2										
87	1	309	1994	1994	1986	22	36	17	75	sm	me	3										
87	1	310	1994	1994	1986	18	27	4	47	sm	sm	1										
87	1	5265	1994	1994	1986	16	NA	0	NA	ve	rip	2										
88	1	45	1994	1994	1986	35	NA	165	NA	me	rip	3										
88	1	81	1994	1994	1986	34	NA	352	NA	me	rip	3										
88	1	82	1994	1994	1986	18	NA	4	NA	sm	rip	1										
88	1	83	1994	1994	1986	20	42	59	302	sm	me	1										
88	1	84	1994	1994	1986	18	NA	43	NA	sm	rip	4										
88	1	85	1994	1994	1986	29	46	91	543	sm	me	5										
88	1	86	1994	1994	1986	7	44	0	320	sg	me	1										
88	1	87	1994	1994	1986	4	36	0	80	sg	me	1										
88	1	88	1994	1994	1986	33	39	24	188	sm	me	2										
88	1	89	1994	1994	1986	35	NA	162	NA	me	rip	2										
88	1	90	1994	1994	1986	16	NA	3	NA	sm	rip	4										
88	1	91	1994	1994	1986	4	NA	0	NA	ve	rip	4										
88	1	92	1994	1994	1986	28	NA	102	NA	sm	rip	5										
88	1	93	1994	1994	1986	15	NA	1	NA	sm	rip	1										
88	1	94	1994	1994	1986	32	48	40	312	sm	me	4										
88	1	95	1994	1994	1986	36	NA	272	NA	me	rip	5										
88	1	96	1994	1994	1986	9	38	0	211	sg	me	1										
88	1	97	1994	1994	1986	4	32	0	108	sg	sm	1										
88	1	98	1994	1994	1986	17	23	12	34	sm	sm	3										
88	1	99	1994	1994	1986	18	NA	3	NA	sm	rip	2										
88	1	100	1994	1994	1986	21	NA	25	NA	sm	rip	4										
88	1	101	1994	1994	1986	19	NA	14	NA	sm	rip	3										
88	1	102	1994	1994	1986	19	36	19	123	sm	me	2										
88	1	104	1994	1994	1986	23	NA	19	NA	sm	rip	1										
88	1	105	1994	1994	1986	10	26	0	58	ve	sm	5										
88	1	106	1994	1994	1986	23	30	21	32	sm	sm	4										
88	1	107	1994	1994	1986	30	NA	114	NA	sm	rip	3										
88	1	108	1994	1994	1986	22	NA	32	NA	sm	rip	3										
88	1	109	1994	1994	1986	5	NA	0	NA	sg	rip	2										
88	1	110	1994	1994	1986	28	NA	85	NA	sm	rip	4										
88	1	111	1994	1994	1986	21	NA	37	NA	sm	rip	3										
88	1	112	1994	1994	1986	34	NA	226	NA	me	rip	5										
88	1	113	1994	1994	1986	32	NA	423	NA	sm	rip	8										
88	1	114	1994	1994	1986	39	NA	269	NA	me	rip	3										
88	1	115	1994	1994	1986	18	NA	2	NA	sm	rip	5										
88	1	116	1994	1994	1986	30	NA	163	NA	sm	rip	4										
88	1	117	1994	1994	1986	31	NA	184	NA	sm	rip	4										
88	1	118	1994	1994	1986	35	NA	177	NA	me	rip	4										
88	1	119	1994	1994	1986	18	NA	4	NA	sm	rip	3										
88	1	121	1994	1994	1986	20	41	16	402	sm	me	3										
88	1	122	1994	1994	1986	17	39	11	346	sm	me	3										
88	1	123	1994	1994	1986	29	NA	116	NA	sm	rip	3										
88	1	124	1994	1994	1986	14	36	2	247	sg	me	2										
88	1	125	1994	1994	1986	16	NA	4	NA	sm	rip	3										
88	1	126	1994	1994	1986	16	33	2	162	sm	sm	5										
88	1	127	1994	1994	1986	45	NA	444	NA	me	rip	6										
88	1	128	1994	1994	1986	26	NA	73	NA	sm	rip	2										
88	1	129	1994	1994	1986	27	NA	52	NA	sm	rip	4										
88	1	130	1994	1994	1986	20	NA	61	NA	sm	rip	5										
88	1	131	1994	1994	1986	16	NA	0	NA	ve	rip	1										
88	1	132	1994	1994	1986	20	NA	57	NA	sm	rip	2										
88	1	133	1994	1994	1986	15	25	10	31	sm	sm	2										
88	1	134	1994	1994	1986	3	5	0	0	sg	ve	1										
88	1	135	1994	1994	1986	41	NA	197	NA	me	rip	4										
88	1	136	1994	1994	1986	32	NA	153	NA	sm	rip	3										
88	1	137	1994	1994	1986	30	NA	186	NA	sm	rip	3										
88	1	138	1994	1994	1986	29	NA	169	NA	sm	rip	5										
88	1	139	1994	1994	1986	36	NA	272	NA	me	rip	5										
88	1	140	1994	1994	1986	28	NA	43	NA	sm	rip	3										
88	1	141	1994	1994	1986	41	NA	259	NA	me	rip	3										
88	1	142	1994	1994	1986	20	NA	46	NA	sm	rip	4										
88	1	143	1994	1994	1986	36	NA	373	NA	me	rip	5										
88	1	144	1994	1994	1986	37	NA	346	NA	me	rip	5										
88	1	145	1994	1994	1986	15	NA	11	NA	sm	rip	3										
88	1	147	1994	1994	1986	22	NA	40	NA	sm	rip	3										
88	1	148	1994	1994	1986	21	46	56	449	sm	me	2										
88	1	149	1994	1994	1986	14	40	1	378	sg	me	2										
88	1	150	1994	1994	1986	6	NA	0	NA	sg	rip	2										
88	1	151	1994	1994	1986	17	38	2	231	sm	me	3										
88	1	152	1994	1994	1986	31	NA	86	NA	sm	rip	3										
88	1	153	1994	1994	1986	10	NA	0	NA	sg	rip	3										
88	1	154	1994	1994	1986	23	NA	42	NA	sm	rip	2										
88	1	155	1994	1994	1986	26	NA	61	NA	sm	rip	4										
88	1	156	1994	1994	1986	18	NA	8	NA	sm	rip	2										
88	1	157	1994	1994	1986	39	NA	218	NA	me	rip	3										
88	1	158	1994	1994	1986	17	NA	6	NA	sm	rip	2										
88	1	159	1994	1994	1986	36	NA	147	NA	me	rip	4										
88	1	160	1994	1994	1986	25	NA	59	NA	sm	rip	2										
88	1	5146	1994	1994	1986	27	NA	70	NA	sm	rip	3										
91	1	401	1994	1994	1986	17	22	8	11	sm	sm	NA										
91	1	402	1994	1994	1986	15	15	3	0	sm	ve	NA										
91	1	403	1994	1994	1986	11	9	0	0	sg	ve	NA										
91	1	404	1994	1994	1986	27	30	24	32	sm	sm	NA										
91	1	405	1994	1994	1986	27	30	46	44	sm	sm	NA										
91	1	407	1994	1994	1986	14	22	0	9	sg	sm	NA										
